479,479
919,919
710,710
277,277
248,248
822,822
652,652
522,522
956,956
718,718
891,891
382,382
613,613
532,532
650,650
918,918
728,728
183,183
973,973
795,795
972,972
712,712
326,326
957,957
124,124
310,310
328,328
690,690
777,777
317,317
218,218
260,260
240,240
415,415
551,551
555,555
625,625
837,837
659,659
931,931
769,769
727,727
642,642
279,279
746,746
691,691
205,205
184,184
963,963
904,904
855,855
397,397
231,231
217,217
321,321
339,339
738,738
844,844
214,214
251,251
808,808
394,394
318,318
483,483
329,329
742,742
114,114
597,597
225,225
665,665
337,337
869,869
300,300
119,119
455,455
573,573
311,311
730,730
245,245
753,753
836,836
216,216
403,403
965,965
662,662
807,807
854,854
681,681
237,237
353,353
750,750
385,385
372,372
970,970
267,267
157,157
907,907
552,552
249,249
410,410
866,866
348,348
541,541
961,961
276,276
967,967
143,143
602,602
167,167
268,268
480,480
790,790
610,610
865,865
658,658
448,448
420,420
776,776
241,241
299,299
533,533
396,396
187,187
653,653
802,802
682,682
872,872
494,494
